node,activity_count,retweet_ratio,mention_ratio,reply_ratio,activity_span,is_active
7937,0,0.0,0.0,0.0,0,0
7942,3,0.0,0.6666666666666666,0.3333333333333333,0,1
7949,1,0.0,1.0,0.0,0,1
7951,0,0.0,0.0,0.0,0,0
7959,1,1.0,0.0,0.0,0,1
7960,1,0.0,1.0,0.0,0,1
7961,1,1.0,0.0,0.0,0,1
7962,4,0.5,0.5,0.0,25611,1
7968,1,1.0,0.0,0.0,0,1
7976,1,1.0,0.0,0.0,0,1
8005,2,0.0,1.0,0.0,81402,1
8006,2,0.0,0.5,0.5,0,1
8007,0,0.0,0.0,0.0,0,0
8021,0,0.0,0.0,0.0,0,0
8054,0,0.0,0.0,0.0,0,0
8122,2,0.0,0.5,0.5,0,1
8123,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,27328,1
8126,10,0.2,0.6,0.2,160556,1
8131,0,0.0,0.0,0.0,0,0
8134,0,0.0,0.0,0.0,0,0
8136,21,0.14285714285714285,0.47619047619047616,0.38095238095238093,310536,1
8144,0,0.0,0.0,0.0,0,0
8152,0,0.0,0.0,0.0,0,0
8154,2,0.0,0.5,0.5,0,1
8157,0,0.0,0.0,0.0,0,0
8163,0,0.0,0.0,0.0,0,0
8170,2,0.0,1.0,0.0,0,1
8178,0,0.0,0.0,0.0,0,0
8182,1,0.0,1.0,0.0,0,1
8189,1,1.0,0.0,0.0,0,1
8197,0,0.0,0.0,0.0,0,0
8208,1,1.0,0.0,0.0,0,1
8209,13,0.3076923076923077,0.6153846153846154,0.07692307692307693,94042,1
8212,0,0.0,0.0,0.0,0,0
8218,0,0.0,0.0,0.0,0,0
8220,1,1.0,0.0,0.0,0,1
8223,0,0.0,0.0,0.0,0,0
8254,1,1.0,0.0,0.0,0,1
8266,2,0.0,1.0,0.0,0,1
8268,6,0.0,0.8333333333333334,0.16666666666666666,260971,1
8293,0,0.0,0.0,0.0,0,0
8294,0,0.0,0.0,0.0,0,0
8296,2,0.5,0.5,0.0,0,1
8303,0,0.0,0.0,0.0,0,0
8306,1,1.0,0.0,0.0,0,1
8308,1,1.0,0.0,0.0,0,1
8315,0,0.0,0.0,0.0,0,0
8329,3,0.6666666666666666,0.3333333333333333,0.0,39797,1
8334,0,0.0,0.0,0.0,0,0
8338,0,0.0,0.0,0.0,0,0
8343,3,0.0,0.6666666666666666,0.3333333333333333,9933,1
8353,0,0.0,0.0,0.0,0,0
8355,1,0.0,1.0,0.0,0,1
8359,0,0.0,0.0,0.0,0,0
8379,1,0.0,1.0,0.0,0,1
8381,4,0.0,0.75,0.25,4217,1
8383,0,0.0,0.0,0.0,0,0
8384,3,0.6666666666666666,0.3333333333333333,0.0,73319,1
8385,2,1.0,0.0,0.0,2757,1
8386,2,0.0,1.0,0.0,0,1
8394,1,1.0,0.0,0.0,0,1
8398,7,0.0,1.0,0.0,5828,1
8399,9,0.4444444444444444,0.5555555555555556,0.0,5425,1
8400,0,0.0,0.0,0.0,0,0
8404,4,0.5,0.5,0.0,219410,1
8406,0,0.0,0.0,0.0,0,0
8412,2,0.5,0.5,0.0,0,1
8413,2,0.5,0.5,0.0,0,1
8417,1,1.0,0.0,0.0,0,1
8421,1,0.0,1.0,0.0,0,1
8428,0,0.0,0.0,0.0,0,0
8439,1,1.0,0.0,0.0,0,1
8446,0,0.0,0.0,0.0,0,0
8459,0,0.0,0.0,0.0,0,0
8467,0,0.0,0.0,0.0,0,0
8490,2,1.0,0.0,0.0,114,1
8498,0,0.0,0.0,0.0,0,0
8499,5,0.2,0.4,0.4,1739,1
8512,0,0.0,0.0,0.0,0,0
8518,1,0.0,1.0,0.0,0,1
8542,0,0.0,0.0,0.0,0,0
8556,0,0.0,0.0,0.0,0,0
8557,0,0.0,0.0,0.0,0,0
8558,3,0.3333333333333333,0.6666666666666666,0.0,101924,1
8570,0,0.0,0.0,0.0,0,0
8575,0,0.0,0.0,0.0,0,0
8581,0,0.0,0.0,0.0,0,0
8582,0,0.0,0.0,0.0,0,0
8588,0,0.0,0.0,0.0,0,0
8600,0,0.0,0.0,0.0,0,0
8612,1,0.0,1.0,0.0,0,1
8618,3,0.3333333333333333,0.6666666666666666,0.0,5558,1
8619,0,0.0,0.0,0.0,0,0
8629,1,1.0,0.0,0.0,0,1
8682,2,0.5,0.5,0.0,54123,1
8691,2,0.0,1.0,0.0,0,1
8732,0,0.0,0.0,0.0,0,0
8742,30,0.5333333333333333,0.36666666666666664,0.1,122959,1
8755,4,1.0,0.0,0.0,484604,1
8938,0,0.0,0.0,0.0,0,0
8942,0,0.0,0.0,0.0,0,0
8956,0,0.0,0.0,0.0,0,0
9065,1,1.0,0.0,0.0,0,1
9096,2,0.5,0.5,0.0,194473,1
9097,5,0.6,0.4,0.0,143720,1
9101,0,0.0,0.0,0.0,0,0
9102,1,0.0,1.0,0.0,0,1
9104,1,0.0,1.0,0.0,0,1
9106,20,0.4,0.55,0.05,23213,1
9107,17,0.8235294117647058,0.17647058823529413,0.0,393729,1
9110,1,1.0,0.0,0.0,0,1
9128,0,0.0,0.0,0.0,0,0
9134,2,1.0,0.0,0.0,480,1
9143,0,0.0,0.0,0.0,0,0
9148,1,0.0,1.0,0.0,0,1
9149,3,0.3333333333333333,0.6666666666666666,0.0,34616,1
9151,3,0.3333333333333333,0.6666666666666666,0.0,34550,1
9152,0,0.0,0.0,0.0,0,0
9154,3,0.3333333333333333,0.6666666666666666,0.0,61214,1
9157,1,0.0,1.0,0.0,0,1
9160,2,0.0,1.0,0.0,79739,1
9161,2,0.0,1.0,0.0,81481,1
9163,1,1.0,0.0,0.0,0,1
9167,0,0.0,0.0,0.0,0,0
9168,5,0.0,0.8,0.2,163102,1
9171,2,0.0,0.5,0.5,0,1
9175,0,0.0,0.0,0.0,0,0
9176,3,0.3333333333333333,0.6666666666666666,0.0,104632,1
9182,1,1.0,0.0,0.0,0,1
9184,3,0.6666666666666666,0.3333333333333333,0.0,1102,1
9188,1,0.0,1.0,0.0,0,1
9191,3,0.0,0.6666666666666666,0.3333333333333333,75411,1
9192,1,0.0,1.0,0.0,0,1
9205,5,0.0,0.6,0.4,1214,1
9207,2,0.0,0.5,0.5,0,1
9209,1,1.0,0.0,0.0,0,1
9212,2,0.0,0.5,0.5,0,1
9219,2,0.0,0.5,0.5,0,1
9220,3,0.0,0.6666666666666666,0.3333333333333333,27826,1
9221,0,0.0,0.0,0.0,0,0
9222,1,0.0,1.0,0.0,0,1
9226,6,0.0,0.6666666666666666,0.3333333333333333,170604,1
9227,0,0.0,0.0,0.0,0,0
9229,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,272943,1
9236,1,1.0,0.0,0.0,0,1
9237,1,0.0,1.0,0.0,0,1
9249,3,0.6666666666666666,0.3333333333333333,0.0,101,1
9251,0,0.0,0.0,0.0,0,0
9254,14,0.6428571428571429,0.2857142857142857,0.07142857142857142,415572,1
9282,2,1.0,0.0,0.0,343,1
9299,1,0.0,1.0,0.0,0,1
9345,2,1.0,0.0,0.0,21147,1
9356,0,0.0,0.0,0.0,0,0
9358,0,0.0,0.0,0.0,0,0
9365,0,0.0,0.0,0.0,0,0
9399,2,0.0,0.5,0.5,0,1
9438,0,0.0,0.0,0.0,0,0
9442,0,0.0,0.0,0.0,0,0
9447,2,0.0,1.0,0.0,48709,1
9451,4,1.0,0.0,0.0,84175,1
9466,2,0.0,1.0,0.0,17335,1
9480,2,0.5,0.5,0.0,3192,1
9481,0,0.0,0.0,0.0,0,0
9483,1,0.0,1.0,0.0,0,1
9490,1,0.0,1.0,0.0,0,1
9506,0,0.0,0.0,0.0,0,0
9508,1,1.0,0.0,0.0,0,1
9520,1,1.0,0.0,0.0,0,1
9531,0,0.0,0.0,0.0,0,0
9532,0,0.0,0.0,0.0,0,0
9563,2,0.5,0.5,0.0,0,1
9570,2,0.5,0.5,0.0,179346,1
9574,2,0.0,1.0,0.0,2,1
9600,3,0.3333333333333333,0.6666666666666666,0.0,11071,1
9626,1,0.0,1.0,0.0,0,1
9634,2,0.5,0.5,0.0,1802,1
9648,0,0.0,0.0,0.0,0,0
9649,0,0.0,0.0,0.0,0,0
9656,2,1.0,0.0,0.0,102611,1
9672,5,0.6,0.4,0.0,240458,1
9673,5,1.0,0.0,0.0,33355,1
9682,0,0.0,0.0,0.0,0,0
9691,0,0.0,0.0,0.0,0,0
9702,1,0.0,1.0,0.0,0,1
9707,0,0.0,0.0,0.0,0,0
9708,6,0.3333333333333333,0.6666666666666666,0.0,45338,1
9722,1,1.0,0.0,0.0,0,1
9731,1,0.0,1.0,0.0,0,1
9736,1,1.0,0.0,0.0,0,1
9745,0,0.0,0.0,0.0,0,0
9746,0,0.0,0.0,0.0,0,0
9763,2,0.0,0.5,0.5,0,1
9774,0,0.0,0.0,0.0,0,0
9784,9,0.7777777777777778,0.1111111111111111,0.1111111111111111,18489,1
9789,0,0.0,0.0,0.0,0,0
9791,0,0.0,0.0,0.0,0,0
9796,2,1.0,0.0,0.0,15878,1
9797,0,0.0,0.0,0.0,0,0
9798,1,0.0,1.0,0.0,0,1
9816,3,0.6666666666666666,0.3333333333333333,0.0,306421,1
9828,0,0.0,0.0,0.0,0,0
9851,4,0.5,0.5,0.0,24379,1
9857,1,1.0,0.0,0.0,0,1
9863,40,0.675,0.275,0.05,261847,1
9871,10,0.5,0.4,0.1,248468,1
9879,0,0.0,0.0,0.0,0,0
9881,0,0.0,0.0,0.0,0,0
9882,0,0.0,0.0,0.0,0,0
9893,0,0.0,0.0,0.0,0,0
9895,2,1.0,0.0,0.0,1319,1
9903,29,0.5862068965517241,0.41379310344827586,0.0,243654,1
9906,2,1.0,0.0,0.0,45084,1
9910,0,0.0,0.0,0.0,0,0
9914,0,0.0,0.0,0.0,0,0
9921,1,0.0,1.0,0.0,0,1
9928,0,0.0,0.0,0.0,0,0
9937,1,0.0,1.0,0.0,0,1
9957,1,1.0,0.0,0.0,0,1
9960,11,0.45454545454545453,0.5454545454545454,0.0,437395,1
9972,3,0.6666666666666666,0.3333333333333333,0.0,141709,1
9987,0,0.0,0.0,0.0,0,0
9997,5,0.0,0.6,0.4,9828,1
10001,1,1.0,0.0,0.0,0,1
10005,0,0.0,0.0,0.0,0,0
10008,0,0.0,0.0,0.0,0,0
10012,2,0.5,0.5,0.0,0,1
10025,2,0.5,0.5,0.0,0,1
10033,2,0.5,0.5,0.0,0,1
10035,5,1.0,0.0,0.0,10278,1
10044,7,0.7142857142857143,0.2857142857142857,0.0,143196,1
10053,5,0.8,0.2,0.0,287998,1
10061,1,1.0,0.0,0.0,0,1
10064,3,0.6666666666666666,0.3333333333333333,0.0,26,1
10065,4,0.5,0.25,0.25,144738,1
10110,3,0.0,0.6666666666666666,0.3333333333333333,0,1
10128,0,0.0,0.0,0.0,0,0
10133,0,0.0,0.0,0.0,0,0
10152,1,1.0,0.0,0.0,0,1
10159,2,0.5,0.5,0.0,0,1
10231,2,1.0,0.0,0.0,100814,1
10239,0,0.0,0.0,0.0,0,0
10260,0,0.0,0.0,0.0,0,0
10298,0,0.0,0.0,0.0,0,0
10329,2,0.0,0.5,0.5,0,1
10403,4,0.25,0.5,0.25,255970,1
10412,2,0.5,0.5,0.0,0,1
10427,1,0.0,1.0,0.0,0,1
10444,2,0.0,0.5,0.5,0,1
10445,0,0.0,0.0,0.0,0,0
10446,4,0.0,0.75,0.25,13098,1
10459,0,0.0,0.0,0.0,0,0
10468,0,0.0,0.0,0.0,0,0
10469,5,0.8,0.2,0.0,119949,1
10471,0,0.0,0.0,0.0,0,0
10508,0,0.0,0.0,0.0,0,0
10537,1,0.0,1.0,0.0,0,1
10538,0,0.0,0.0,0.0,0,0
10552,2,1.0,0.0,0.0,110482,1
10593,0,0.0,0.0,0.0,0,0
10602,1,0.0,1.0,0.0,0,1
10605,1,1.0,0.0,0.0,0,1
10606,0,0.0,0.0,0.0,0,0
10632,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,13035,1
10635,0,0.0,0.0,0.0,0,0
10640,1,1.0,0.0,0.0,0,1
10647,0,0.0,0.0,0.0,0,0
10685,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,191647,1
10686,5,1.0,0.0,0.0,18874,1
10695,0,0.0,0.0,0.0,0,0
10700,1,0.0,1.0,0.0,0,1
10701,4,0.0,0.5,0.5,3544,1
10707,3,0.3333333333333333,0.6666666666666666,0.0,4877,1
10709,3,1.0,0.0,0.0,15084,1
10711,1,0.0,1.0,0.0,0,1
10714,0,0.0,0.0,0.0,0,0
10715,0,0.0,0.0,0.0,0,0
10726,2,0.0,0.5,0.5,0,1
10729,0,0.0,0.0,0.0,0,0
10737,6,0.16666666666666666,0.5,0.3333333333333333,183929,1
10741,15,0.2,0.5333333333333333,0.26666666666666666,15416,1
10750,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3435,1
10783,0,0.0,0.0,0.0,0,0
10848,5,0.2,0.8,0.0,185458,1
10849,0,0.0,0.0,0.0,0,0
10862,1,1.0,0.0,0.0,0,1
10892,0,0.0,0.0,0.0,0,0
10895,1,1.0,0.0,0.0,0,1
10898,1,1.0,0.0,0.0,0,1
10902,0,0.0,0.0,0.0,0,0
10907,0,0.0,0.0,0.0,0,0
10911,0,0.0,0.0,0.0,0,0
10913,1,1.0,0.0,0.0,0,1
10923,3,0.3333333333333333,0.6666666666666666,0.0,126,1
10927,1,1.0,0.0,0.0,0,1
10928,1,1.0,0.0,0.0,0,1
10939,3,0.3333333333333333,0.6666666666666666,0.0,0,1
10940,0,0.0,0.0,0.0,0,0
10942,0,0.0,0.0,0.0,0,0
10964,0,0.0,0.0,0.0,0,0
10988,1,1.0,0.0,0.0,0,1
11020,1,1.0,0.0,0.0,0,1
11036,10,0.2,0.7,0.1,392083,1
11044,1,1.0,0.0,0.0,0,1
11057,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,700,1
11108,1,0.0,1.0,0.0,0,1
11111,0,0.0,0.0,0.0,0,0
11112,2,0.5,0.5,0.0,230590,1
11125,1,0.0,1.0,0.0,0,1
11135,15,0.3333333333333333,0.6666666666666666,0.0,350739,1
11146,1,0.0,1.0,0.0,0,1
11147,1,1.0,0.0,0.0,0,1
11170,0,0.0,0.0,0.0,0,0
11176,5,0.2,0.8,0.0,224013,1
11178,0,0.0,0.0,0.0,0,0
11180,1,1.0,0.0,0.0,0,1
11185,2,0.0,0.5,0.5,0,1
11197,3,0.6666666666666666,0.3333333333333333,0.0,135492,1
11199,0,0.0,0.0,0.0,0,0
11213,6,0.5,0.3333333333333333,0.16666666666666666,100135,1
11221,1,1.0,0.0,0.0,0,1
11227,1,0.0,1.0,0.0,0,1
11234,1,1.0,0.0,0.0,0,1
11239,1,0.0,1.0,0.0,0,1
11249,1,1.0,0.0,0.0,0,1
11265,1,1.0,0.0,0.0,0,1
11267,12,0.4166666666666667,0.5,0.08333333333333333,173216,1
11276,0,0.0,0.0,0.0,0,0
11285,1,1.0,0.0,0.0,0,1
11286,6,0.16666666666666666,0.8333333333333334,0.0,0,1
11310,4,0.75,0.25,0.0,8423,1
11321,0,0.0,0.0,0.0,0,0
11326,9,0.2222222222222222,0.6666666666666666,0.1111111111111111,74672,1
11329,9,0.2222222222222222,0.7777777777777778,0.0,106982,1
11332,2,1.0,0.0,0.0,2144,1
11334,7,0.0,0.8571428571428571,0.14285714285714285,1671,1
11338,1,1.0,0.0,0.0,0,1
11339,3,0.6666666666666666,0.3333333333333333,0.0,23706,1
11344,1,1.0,0.0,0.0,0,1
11363,2,0.5,0.5,0.0,0,1
11364,0,0.0,0.0,0.0,0,0
11369,2,0.5,0.5,0.0,0,1
11376,3,0.0,0.6666666666666666,0.3333333333333333,0,1
11382,0,0.0,0.0,0.0,0,0
11397,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,19353,1
11407,2,0.5,0.5,0.0,0,1
11408,0,0.0,0.0,0.0,0,0
11421,0,0.0,0.0,0.0,0,0
11429,1,0.0,1.0,0.0,0,1
11430,0,0.0,0.0,0.0,0,0
11432,0,0.0,0.0,0.0,0,0
11443,0,0.0,0.0,0.0,0,0
11444,1,0.0,1.0,0.0,0,1
11460,0,0.0,0.0,0.0,0,0
11463,2,0.5,0.5,0.0,47,1
11464,1,1.0,0.0,0.0,0,1
11469,1,1.0,0.0,0.0,0,1
11472,0,0.0,0.0,0.0,0,0
11482,2,1.0,0.0,0.0,83966,1
11501,1,1.0,0.0,0.0,0,1
11508,0,0.0,0.0,0.0,0,0
11529,3,1.0,0.0,0.0,39280,1
11542,32,0.5625,0.375,0.0625,348277,1
11544,1,1.0,0.0,0.0,0,1
11550,0,0.0,0.0,0.0,0,0
11556,1,0.0,1.0,0.0,0,1
11559,0,0.0,0.0,0.0,0,0
11562,0,0.0,0.0,0.0,0,0
11571,10,0.0,0.5,0.5,72210,1
11576,0,0.0,0.0,0.0,0,0
11580,1,1.0,0.0,0.0,0,1
11596,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,13117,1
11621,0,0.0,0.0,0.0,0,0
11623,2,0.5,0.5,0.0,0,1
11632,1,1.0,0.0,0.0,0,1
11657,1,1.0,0.0,0.0,0,1
11666,5,0.0,0.6,0.4,76436,1
11668,3,0.6666666666666666,0.3333333333333333,0.0,72877,1
11670,0,0.0,0.0,0.0,0,0
11671,10,0.4,0.5,0.1,69618,1
11677,20,0.0,0.8,0.2,249676,1
11683,1,1.0,0.0,0.0,0,1
11688,2,0.0,0.5,0.5,0,1
11691,1,0.0,1.0,0.0,0,1
11692,53,0.1509433962264151,0.7169811320754716,0.1320754716981132,466550,1
11697,1,1.0,0.0,0.0,0,1
11699,0,0.0,0.0,0.0,0,0
11700,8,0.125,0.625,0.25,299899,1
11711,0,0.0,0.0,0.0,0,0
11714,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,122195,1
11744,2,0.0,1.0,0.0,417852,1
11752,3,0.3333333333333333,0.6666666666666666,0.0,3965,1
11762,0,0.0,0.0,0.0,0,0
11789,0,0.0,0.0,0.0,0,0
11792,0,0.0,0.0,0.0,0,0
11804,0,0.0,0.0,0.0,0,0
11830,10,0.2,0.8,0.0,38531,1
11850,1,1.0,0.0,0.0,0,1
11854,1,0.0,1.0,0.0,0,1
11871,2,1.0,0.0,0.0,49761,1
11872,0,0.0,0.0,0.0,0,0
11876,17,0.23529411764705882,0.7647058823529411,0.0,524651,1
11880,0,0.0,0.0,0.0,0,0
11881,0,0.0,0.0,0.0,0,0
11882,4,0.25,0.5,0.25,1043,1
11907,0,0.0,0.0,0.0,0,0
11921,16,0.4375,0.5625,0.0,268671,1
11929,0,0.0,0.0,0.0,0,0
11931,0,0.0,0.0,0.0,0,0
11939,1,0.0,1.0,0.0,0,1
11945,1,0.0,1.0,0.0,0,1
11954,2,0.5,0.5,0.0,11517,1
11955,5,0.6,0.4,0.0,172730,1
11961,0,0.0,0.0,0.0,0,0
11979,2,1.0,0.0,0.0,332765,1
11990,2,0.0,0.5,0.5,0,1
12003,3,0.0,0.6666666666666666,0.3333333333333333,0,1
12005,2,0.0,1.0,0.0,93733,1
12022,5,0.4,0.6,0.0,156453,1
12059,2,0.5,0.5,0.0,0,1
12101,1,0.0,1.0,0.0,0,1
12126,3,0.3333333333333333,0.6666666666666666,0.0,59900,1
12130,2,1.0,0.0,0.0,74913,1
12158,2,0.0,0.5,0.5,0,1
12175,1,1.0,0.0,0.0,0,1
12187,1,0.0,1.0,0.0,0,1
12236,0,0.0,0.0,0.0,0,0
12266,0,0.0,0.0,0.0,0,0
12272,0,0.0,0.0,0.0,0,0
12286,0,0.0,0.0,0.0,0,0
12315,4,1.0,0.0,0.0,185265,1
12389,1,0.0,1.0,0.0,0,1
12390,0,0.0,0.0,0.0,0,0
12416,0,0.0,0.0,0.0,0,0
12465,0,0.0,0.0,0.0,0,0
12497,1,0.0,1.0,0.0,0,1
12532,0,0.0,0.0,0.0,0,0
12553,0,0.0,0.0,0.0,0,0
12557,4,0.5,0.25,0.25,107892,1
12569,1,1.0,0.0,0.0,0,1
12571,0,0.0,0.0,0.0,0,0
12573,0,0.0,0.0,0.0,0,0
12625,1,1.0,0.0,0.0,0,1
12637,4,0.5,0.5,0.0,21078,1
12644,1,1.0,0.0,0.0,0,1
12648,1,0.0,1.0,0.0,0,1
12657,0,0.0,0.0,0.0,0,0
12662,6,0.5,0.5,0.0,89644,1
12665,2,0.5,0.5,0.0,0,1
12669,1,1.0,0.0,0.0,0,1
12684,0,0.0,0.0,0.0,0,0
12687,0,0.0,0.0,0.0,0,0
12706,0,0.0,0.0,0.0,0,0
12716,0,0.0,0.0,0.0,0,0
12734,1,1.0,0.0,0.0,0,1
12735,5,0.8,0.2,0.0,2464,1
12736,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,118937,1
12746,0,0.0,0.0,0.0,0,0
12748,0,0.0,0.0,0.0,0,0
12751,88,0.25,0.6477272727272727,0.10227272727272728,397114,1
12755,1,1.0,0.0,0.0,0,1
12767,0,0.0,0.0,0.0,0,0
12780,0,0.0,0.0,0.0,0,0
12793,1,1.0,0.0,0.0,0,1
12801,0,0.0,0.0,0.0,0,0
12814,0,0.0,0.0,0.0,0,0
12818,15,0.26666666666666666,0.5333333333333333,0.2,16270,1
12827,0,0.0,0.0,0.0,0,0
12830,0,0.0,0.0,0.0,0,0
12832,1,1.0,0.0,0.0,0,1
12844,1,0.0,1.0,0.0,0,1
12856,1,1.0,0.0,0.0,0,1
12857,4,0.0,0.75,0.25,68110,1
12860,6,0.3333333333333333,0.5,0.16666666666666666,16333,1
12875,2,0.0,0.5,0.5,0,1
12882,0,0.0,0.0,0.0,0,0
12894,7,0.7142857142857143,0.2857142857142857,0.0,93720,1
12909,5,0.2,0.6,0.2,104250,1
12915,2,0.5,0.5,0.0,0,1
12920,2,0.5,0.5,0.0,0,1
12922,1,1.0,0.0,0.0,0,1
12928,44,0.45454545454545453,0.4318181818181818,0.11363636363636363,187310,1
12929,1,1.0,0.0,0.0,0,1
12937,12,0.3333333333333333,0.6666666666666666,0.0,169686,1
12938,6,0.5,0.5,0.0,138196,1
12954,1,1.0,0.0,0.0,0,1
12955,0,0.0,0.0,0.0,0,0
12961,6,1.0,0.0,0.0,15937,1
12965,12,0.0,0.8333333333333334,0.16666666666666666,111826,1
12970,2,0.0,0.5,0.5,0,1
13004,3,0.6666666666666666,0.3333333333333333,0.0,95051,1
13006,0,0.0,0.0,0.0,0,0
13051,2,1.0,0.0,0.0,68,1
13061,1,1.0,0.0,0.0,0,1
13062,1,0.0,1.0,0.0,0,1
13074,20,0.65,0.3,0.05,210747,1
13082,0,0.0,0.0,0.0,0,0
13091,2,0.5,0.5,0.0,0,1
13102,3,0.6666666666666666,0.3333333333333333,0.0,46582,1
13118,0,0.0,0.0,0.0,0,0
13128,0,0.0,0.0,0.0,0,0
13134,6,0.0,0.6666666666666666,0.3333333333333333,456,1
13151,5,1.0,0.0,0.0,215267,1
13154,0,0.0,0.0,0.0,0,0
13164,2,1.0,0.0,0.0,78076,1
13186,2,1.0,0.0,0.0,47811,1
13205,0,0.0,0.0,0.0,0,0
13211,0,0.0,0.0,0.0,0,0
13223,4,0.5,0.25,0.25,7357,1
13224,1,1.0,0.0,0.0,0,1
13229,2,0.0,1.0,0.0,0,1
13234,1,0.0,1.0,0.0,0,1
13240,0,0.0,0.0,0.0,0,0
13244,4,1.0,0.0,0.0,427262,1
13248,3,0.3333333333333333,0.6666666666666666,0.0,0,1
13256,0,0.0,0.0,0.0,0,0
13272,1,1.0,0.0,0.0,0,1
13301,0,0.0,0.0,0.0,0,0
13311,4,0.5,0.5,0.0,40104,1
13320,8,0.5,0.5,0.0,129044,1
13352,2,1.0,0.0,0.0,230210,1
13367,4,0.25,0.75,0.0,0,1
13377,0,0.0,0.0,0.0,0,0
13383,19,0.5789473684210527,0.2631578947368421,0.15789473684210525,196986,1
13384,3,0.3333333333333333,0.6666666666666666,0.0,358500,1
13385,1,1.0,0.0,0.0,0,1
13390,1,1.0,0.0,0.0,0,1
13394,3,1.0,0.0,0.0,282818,1
13396,2,0.5,0.5,0.0,25483,1
13403,0,0.0,0.0,0.0,0,0
13425,0,0.0,0.0,0.0,0,0
13441,0,0.0,0.0,0.0,0,0
13446,1,0.0,1.0,0.0,0,1
13461,2,0.0,0.5,0.5,0,1
13486,0,0.0,0.0,0.0,0,0
13494,1,1.0,0.0,0.0,0,1
13498,0,0.0,0.0,0.0,0,0
13523,0,0.0,0.0,0.0,0,0
13530,1,1.0,0.0,0.0,0,1
13543,0,0.0,0.0,0.0,0,0
13551,1,0.0,1.0,0.0,0,1
13553,2,0.0,1.0,0.0,0,1
13556,4,0.5,0.5,0.0,86262,1
13560,1,1.0,0.0,0.0,0,1
13562,1,1.0,0.0,0.0,0,1
13570,0,0.0,0.0,0.0,0,0
13572,0,0.0,0.0,0.0,0,0
13586,0,0.0,0.0,0.0,0,0
13603,18,0.1111111111111111,0.7777777777777778,0.1111111111111111,119257,1
13609,11,0.45454545454545453,0.36363636363636365,0.18181818181818182,269147,1
13611,4,0.25,0.75,0.0,178779,1
13614,2,1.0,0.0,0.0,57365,1
13618,0,0.0,0.0,0.0,0,0
13620,3,0.0,0.6666666666666666,0.3333333333333333,78282,1
13627,6,0.5,0.5,0.0,435168,1
13633,13,0.0,0.8461538461538461,0.15384615384615385,171825,1
13638,0,0.0,0.0,0.0,0,0
13640,0,0.0,0.0,0.0,0,0
13641,3,0.3333333333333333,0.6666666666666666,0.0,0,1
13644,0,0.0,0.0,0.0,0,0
13659,1,1.0,0.0,0.0,0,1
13662,2,0.5,0.5,0.0,0,1
13668,4,0.25,0.5,0.25,29,1
13670,0,0.0,0.0,0.0,0,0
13699,0,0.0,0.0,0.0,0,0
13706,0,0.0,0.0,0.0,0,0
13707,0,0.0,0.0,0.0,0,0
13763,2,0.0,1.0,0.0,0,1
13777,2,1.0,0.0,0.0,186466,1
13781,0,0.0,0.0,0.0,0,0
13786,1,1.0,0.0,0.0,0,1
13809,14,0.21428571428571427,0.7857142857142857,0.0,215204,1
13811,4,1.0,0.0,0.0,266744,1
13812,0,0.0,0.0,0.0,0,0
13813,20,0.95,0.05,0.0,11302,1
13820,51,0.47058823529411764,0.49019607843137253,0.0392156862745098,363175,1
13821,0,0.0,0.0,0.0,0,0
13842,4,0.25,0.75,0.0,257653,1
13879,14,0.07142857142857142,0.6428571428571429,0.2857142857142857,367047,1
13894,1,0.0,1.0,0.0,0,1
13895,0,0.0,0.0,0.0,0,0
13900,5,0.0,0.8,0.2,114320,1
13903,0,0.0,0.0,0.0,0,0
13920,0,0.0,0.0,0.0,0,0
14006,1,1.0,0.0,0.0,0,1
14007,1,1.0,0.0,0.0,0,1
14049,0,0.0,0.0,0.0,0,0
14066,2,0.0,0.5,0.5,0,1
14075,6,0.5,0.5,0.0,36368,1
14124,0,0.0,0.0,0.0,0,0
14164,9,0.4444444444444444,0.5555555555555556,0.0,360068,1
14165,1,1.0,0.0,0.0,0,1
14166,19,0.05263157894736842,0.8947368421052632,0.05263157894736842,243750,1
14178,1,1.0,0.0,0.0,0,1
14201,1,0.0,1.0,0.0,0,1
14213,2,1.0,0.0,0.0,22,1
14368,2,1.0,0.0,0.0,228290,1
14370,0,0.0,0.0,0.0,0,0
14474,2,1.0,0.0,0.0,1638,1
14475,1,1.0,0.0,0.0,0,1
14486,2,1.0,0.0,0.0,172355,1
14543,2,1.0,0.0,0.0,141100,1
14553,1,1.0,0.0,0.0,0,1
14577,4,0.25,0.75,0.0,75377,1
14583,0,0.0,0.0,0.0,0,0
14584,0,0.0,0.0,0.0,0,0
14590,1,1.0,0.0,0.0,0,1
14600,0,0.0,0.0,0.0,0,0
14604,4,0.75,0.25,0.0,380032,1
14649,1,0.0,1.0,0.0,0,1
