node,in_degree,out_degree,degree,clustering
11334,23,62,85,0.22703962703962705
11338,37,105,142,0.1692066657171343
11339,90,18,108,0.13636363636363635
11344,20,39,59,0.233843537414966
11363,50,70,120,0.19076154806491885
11364,46,1,47,0.22028985507246376
11369,75,11,86,0.21711621711621712
11376,52,24,76,0.1628222523744912
11382,57,93,150,0.31005056890012644
11397,14,57,71,0.27469316189362947
11407,47,16,63,0.278886872353297
11408,9,18,27,0.5052631578947369
11421,11,89,100,0.2397003745318352
11429,20,54,74,0.29448621553884713
11430,20,12,32,0.27076923076923076
11432,49,21,70,0.3085914669783752
11443,97,18,115,0.13757575757575757
11444,91,0,91,0.0778998778998779
11460,3,6,9,0.19047619047619047
11463,22,39,61,0.3769230769230769
11464,7,91,98,0.10981468771448182
11469,26,6,32,0.3415384615384615
11472,17,40,57,0.23205128205128206
11482,10,29,39,0.16344086021505377
11501,13,31,44,0.29233511586452765
11508,4,12,16,0.18181818181818182
11529,10,21,31,0.1623931623931624
11542,39,104,143,0.17447873227689742
11544,47,92,139,0.20266889074228525
11550,16,25,41,0.19076923076923077
11556,15,49,64,0.1414141414141414
11559,38,87,125,0.28949494949494947
11562,2,15,17,0.2426470588235294
11571,28,18,46,0.11149825783972125
11576,14,19,33,0.15608465608465608
11580,14,27,41,0.25132275132275134
11596,5,54,59,0.22851153039832284
11621,4,21,25,0.19047619047619047
11623,15,86,101,0.12539184952978055
11632,3,7,10,0.14285714285714285
11657,28,81,109,0.2372346528973035
11666,100,71,171,0.2841873938667466
11668,86,58,144,0.2581786030061892
11670,19,25,44,0.23931623931623933
11671,18,63,81,0.1466325660699062
11677,133,83,216,0.20319553338085056
11683,15,8,23,0.23684210526315788
11688,6,49,55,0.20816326530612245
11691,26,56,82,0.3008607198748044
11692,24,80,104,0.307843137254902
11697,16,71,87,0.2699530516431925
11699,17,18,35,0.19333333333333333
11700,53,58,111,0.3380281690140845
11711,135,89,224,0.2168749296408871
11714,76,114,190,0.2480536912751678
11744,35,49,84,0.34961555857078247
11752,11,66,77,0.18181818181818182
11762,16,22,38,0.11688311688311688
11789,1,3,4,0.0
11792,115,22,137,0.1279334700387332
11804,10,14,24,0.16993464052287582
11830,37,50,87,0.30465320456540823
11850,75,109,184,0.23400447427293064
11854,39,28,67,0.11756168359941944
11871,123,71,194,0.23336195792185488
11872,71,45,116,0.14244485673057103
11876,45,39,84,0.29265536723163843
11880,44,39,83,0.3672546359113523
11881,47,16,63,0.3030852994555354
11882,69,99,168,0.292393949010896
11907,19,6,25,0.1761904761904762
11921,68,37,105,0.27168262653898767
11929,4,3,7,0.2
11931,13,13,26,0.3007246376811594
11939,60,46,106,0.3519298245614035
11945,72,113,185,0.17001952296069944
11954,62,13,75,0.08502939846223428
11955,23,62,85,0.24168797953964194
11961,45,13,58,0.08408163265306122
11979,17,12,29,0.2246376811594203
11990,10,24,34,0.1632183908045977
12003,94,59,153,0.28421447319085114
12005,175,40,215,0.1951758793969849
12022,58,89,147,0.2830578512396694
12059,11,27,38,0.3839080459770115
12101,5,5,10,0.06666666666666667
12126,2,9,11,0.2
12130,11,139,150,0.19067882472137793
12158,33,67,100,0.29415221863062
12175,61,57,118,0.4323289070480082
12187,9,36,45,0.2496626180836707
12236,1,1,2,0.0
12266,41,2,43,0.08859357696567
12272,84,16,100,0.05554035567715458
12286,9,7,16,0.06593406593406594
12315,7,28,35,0.23885918003565063
12389,25,1,26,0.1076923076923077
12390,12,1,13,0.21794871794871795
12416,9,7,16,0.4835164835164835
12465,11,9,20,0.24242424242424243
12497,6,12,18,0.3956043956043956
12532,8,22,30,0.22333333333333333
12553,59,14,73,0.21915002560163852
12557,10,15,25,0.2222222222222222
12569,14,23,37,0.2762096774193548
12571,29,47,76,0.26195286195286194
12573,34,22,56,0.27564102564102566
12625,6,15,21,0.5672514619883041
12637,3,37,40,0.13663663663663664
12644,19,20,39,0.358695652173913
12648,43,60,103,0.23693570451436388
12657,30,61,91,0.23028846153846153
12662,55,70,125,0.22260352322123084
12665,64,24,88,0.2408675799086758
12669,19,18,37,0.23015873015873015
12684,49,13,62,0.14370748299319727
12687,44,28,72,0.3283996299722479
12706,7,27,34,0.15873015873015872
12716,9,12,21,0.2857142857142857
12734,18,25,43,0.19153225806451613
12735,32,58,90,0.2663952962460425
12736,10,46,56,0.14396135265700483
12746,53,50,103,0.2873684210526316
12748,156,59,215,0.17990224084301404
12751,127,99,226,0.26387849768068233
12755,314,3,317,0.11760186027701951
12767,125,33,158,0.2568408690546095
12780,25,4,29,0.1908831908831909
12793,13,21,34,0.09090909090909091
12801,65,6,71,0.19906759906759908
12814,53,132,185,0.17518248175182483
12818,41,69,110,0.21478521478521478
12827,32,56,88,0.15296803652968036
12830,10,27,37,0.17989417989417988
12832,73,66,139,0.23632538569424966
12844,49,107,156,0.16457528957528958
12856,25,16,41,0.37192118226600984
12857,20,30,50,0.3483483483483483
12860,13,34,47,0.1921921921921922
12875,49,94,143,0.1857349000206143
12882,50,49,99,0.366120218579235
12894,39,96,135,0.27942497753818507
12909,11,11,22,0.20952380952380953
12915,26,82,108,0.2507936507936508
12920,56,24,80,0.2613430127041742
12922,52,61,113,0.28851540616246496
12928,41,54,95,0.21389159363842908
12929,34,122,156,0.2567667322834646
12937,60,41,101,0.23328658251519402
12938,46,40,86,0.2875689711132749
12954,14,53,67,0.17592051431911163
12955,63,66,129,0.21482498284145504
12961,21,94,115,0.186371578334304
12965,37,17,54,0.3698781838316722
12970,5,0,5,0.0
13004,27,69,96,0.1800632911392405
13006,21,35,56,0.17717717717717718
13051,71,154,225,0.218793055938275
13061,2,3,5,0.16666666666666666
13062,17,73,90,0.25263157894736843
13074,49,62,111,0.2806736166800321
13082,66,1,67,0.15151515151515152
13091,32,64,96,0.34421052631578947
13102,78,212,290,0.22916001843775485
13118,9,2,11,0.23636363636363636
13128,147,60,207,0.2426589803638984
13134,254,114,368,0.15277301315037164
13151,17,125,142,0.15371269951422623
13154,10,1,11,0.14545454545454545
13164,23,15,38,0.42338709677419356
13186,17,24,41,0.23870967741935484
13205,9,17,26,0.14736842105263157
13211,3,55,58,0.1441077441077441
13223,50,61,111,0.20663861617578308
13224,11,15,26,0.1225296442687747
13229,23,17,40,0.4123076923076923
13234,16,33,49,0.1982281284606866
13240,78,64,142,0.4111450900441726
13244,6,67,73,0.2212467076382792
13248,155,70,225,0.21999136442141623
13256,85,3,88,0.1726811013098102
13272,11,19,30,0.16374269005847952
13301,47,14,61,0.17634252539912917
13311,6,44,50,0.18585858585858586
13320,14,67,81,0.29543459174714665
13352,12,63,75,0.16783216783216784
13367,67,27,94,0.2801038623823434
13377,5,39,44,0.21025641025641026
13383,119,105,224,0.1922283901665345
13384,14,31,45,0.18234610917537747
13385,20,96,116,0.27586876334692295
13390,75,42,117,0.2574055158324821
13394,4,16,20,0.18382352941176472
13396,45,78,123,0.32903040734366035
13403,5,15,20,0.2857142857142857
13425,109,188,297,0.3010027662517289
13441,5,22,27,0.18181818181818182
13446,31,27,58,0.11649659863945579
13461,5,39,44,0.1794871794871795
13486,265,181,446,0.2114222656391331
13494,26,37,63,0.296995108315863
13498,63,41,104,0.16700715015321757
13523,30,23,53,0.23697478991596638
13530,27,32,59,0.21881606765327696
13543,160,66,226,0.325350251123447
13551,31,91,122,0.4140491147915477
13553,121,82,203,0.3516629711751663
13556,119,92,211,0.2912442396313364
13560,14,23,37,0.20229885057471264
13562,22,90,112,0.1727293525509037
13570,36,67,103,0.28775128564749886
13572,5,8,13,0.3111111111111111
13586,14,27,41,0.24466571834992887
13603,43,31,74,0.2304147465437788
13609,61,121,182,0.2033434650455927
13611,66,59,125,0.4113384484228474
13614,5,42,47,0.24141749723145073
13618,69,52,121,0.40429470566456865
13620,40,55,95,0.34509271822704657
13627,23,14,37,0.2560483870967742
13633,124,100,224,0.19799691833590138
13638,57,20,77,0.2568973315241972
13640,34,6,40,0.2550607287449393
13641,56,13,69,0.15141242937853108
13644,73,67,140,0.1642915642915643
13659,29,27,56,0.09393939393939393
13662,75,39,114,0.25406162464985993
13668,18,25,43,0.1761904761904762
13670,12,3,15,0.14285714285714285
13699,17,28,45,0.18618618618618618
13706,8,15,23,0.2982456140350877
13707,11,0,11,0.14545454545454545
13763,48,14,62,0.29027576197387517
13777,22,74,96,0.2907092907092907
13781,3,11,14,0.4358974358974359
13786,108,151,259,0.21802773497688752
13809,28,14,42,0.373109243697479
13811,37,36,73,0.34015195791934544
13812,28,0,28,0.2777777777777778
13813,52,13,65,0.28009679370840895
13820,64,105,169,0.2699724517906336
13821,29,2,31,0.28045977011494255
13842,9,16,25,0.13333333333333333
13879,20,51,71,0.3413208649912332
13894,128,4,132,0.05629099582587955
13895,57,101,158,0.10542118432026688
13900,49,22,71,0.06838106370543542
13903,26,11,37,0.11051693404634581
13920,11,17,28,0.04285714285714286
14006,11,4,15,0.3939393939393939
14007,1,13,14,0.23076923076923078
14049,2,3,5,0.0
14066,13,9,22,0.1111111111111111
14075,59,13,72,0.14186507936507936
14124,18,146,164,0.20022062879205738
14164,15,18,33,0.1380952380952381
14165,14,18,32,0.34472934472934474
14166,117,165,282,0.23745727956254273
14178,5,11,16,0.2857142857142857
14201,93,52,145,0.30297482837528605
14213,13,19,32,0.31076923076923074
14368,2,11,13,0.24242424242424243
14370,10,28,38,0.21774193548387097
14474,25,40,65,0.16281221091581868
14475,28,60,88,0.29296668429402434
14486,9,79,88,0.1940928270042194
14543,11,11,22,0.3235294117647059
14553,4,2,6,0.7
14577,45,29,74,0.16273291925465838
14583,7,9,16,0.027777777777777776
14584,49,3,52,0.11904761904761904
14590,60,11,71,0.10445468509984639
14600,82,4,86,0.143696738172201
14604,25,32,57,0.14202898550724638
14649,9,5,14,0.4090909090909091
14668,7,12,19,0.3956043956043956
14723,77,41,118,0.29519331243469177
14729,41,8,49,0.24646464646464647
14731,88,64,152,0.22865013774104684
14733,10,14,24,0.26900584795321636
14734,9,34,43,0.23015873015873015
14739,3,63,66,0.159242191500256
14787,1,52,53,0.25188536953242835
14790,33,38,71,0.3383985973115137
14805,47,20,67,0.08065458796025717
14825,20,95,115,0.20578528441079402
14837,7,58,65,0.25529340592861466
14859,7,58,65,0.23290986085904417
14887,44,12,56,0.04070305272895467
14946,14,1,15,0.11428571428571428
14957,51,138,189,0.3027814569536424
14975,5,8,13,0.3333333333333333
14980,125,42,167,0.23072040622024753
14992,4,11,15,0.23636363636363636
15028,0,28,28,0.24867724867724866
15030,116,49,165,0.18336886993603413
15036,16,21,37,0.2608695652173913
15067,14,33,47,0.2518939393939394
15071,30,141,171,0.19971658006613133
15113,236,120,356,0.2318100465338265
15119,9,19,28,0.24
15120,10,17,27,0.21645021645021645
15131,11,13,24,0.18382352941176472
15158,17,144,161,0.22430341999813624
15171,14,11,25,0.26143790849673204
15177,54,40,94,0.19423423423423422
15182,63,61,124,0.3494124922696351
15194,3,16,19,0.10457516339869281
15196,141,79,220,0.2949160340464688
15203,96,133,229,0.28723770209838323
15210,116,114,230,0.2205188679245283
15217,48,60,108,0.40275829827021975
15240,9,19,28,0.2807017543859649
15247,59,161,220,0.2200850631625722
15260,10,70,80,0.1975438596491228
15261,87,16,103,0.23114035087719298
15291,19,25,44,0.2590011614401858
15310,13,31,44,0.28678678678678676
15313,4,25,29,0.19384615384615383
15342,3,10,13,0.35555555555555557
15349,22,119,141,0.18832467013194723
15354,14,20,34,0.2523809523809524
15359,44,51,95,0.30673076923076925
15401,5,15,20,0.1437908496732026
15404,14,4,18,0.11764705882352941
15462,8,9,17,0.19230769230769232
15498,24,16,40,0.2253968253968254
15518,25,15,40,0.3870967741935484
15520,39,52,91,0.2677966101694915
15538,33,4,37,0.1495798319327731
15556,8,11,19,0.07692307692307693
15595,6,47,53,0.3562925170068027
15606,10,14,24,0.14035087719298245
15724,72,133,205,0.2556753225543034
15726,42,45,87,0.08909995477159656
15759,32,124,156,0.28156211424082594
15769,58,25,83,0.29134615384615387
15778,1,12,13,0.2948717948717949
15780,2,21,23,0.2523809523809524
15783,27,71,98,0.20024089129780187
15801,40,111,151,0.26103225806451613
15835,35,185,220,0.2056064572425829
15846,33,51,84,0.3420523138832998
15869,10,51,61,0.18352941176470589
15893,21,16,37,0.2134387351778656
15896,23,84,107,0.14733470601692977
15908,2,9,11,0.3611111111111111
15915,8,52,60,0.20405310971348709
15921,11,13,24,0.29523809523809524
15924,25,1,26,0.27666666666666667
15926,36,40,76,0.18234610917537747
15969,31,19,50,0.3072463768115942
15971,114,46,160,0.32387787650945543
15972,8,13,21,0.4945054945054945
15975,17,36,53,0.23145071982281284
15996,3,63,66,0.30116550116550117
15998,69,36,105,0.09723609723609723
16003,161,114,275,0.29010095932302793
16006,208,71,279,0.2639285714285714
16017,61,89,150,0.22682813227759666
16022,25,15,40,0.45345345345345345
16065,20,33,53,0.25203252032520324
16069,39,27,66,0.19776380153738643
16073,4,40,44,0.3038461538461538
16077,26,6,32,0.1225071225071225
16078,4,32,36,0.44206773618538325
16080,54,49,103,0.21631701631701633
16091,55,53,108,0.30179253599764916
16106,73,114,187,0.3187529522909778
16107,184,190,374,0.23525403195275232
16108,65,107,172,0.3426031746031746
16142,30,29,59,0.41536273115220484
16150,13,8,21,0.6
16160,98,84,182,0.15655577299412915
16164,17,31,48,0.1763869132290185
16165,16,16,32,0.2573099415204678
16174,56,35,91,0.3710955710955711
16188,106,38,144,0.23909511311086115
16190,23,23,46,0.36507936507936506
16196,30,57,87,0.3352723426758329
16201,31,70,101,0.1370253164556962
16203,20,46,66,0.4332365747460087
16210,75,44,119,0.2672413793103448
16212,17,36,53,0.21829268292682927
16218,68,92,160,0.24851752021563342
16219,13,20,33,0.36363636363636365
16221,21,35,56,0.24390243902439024
16222,22,16,38,0.4126984126984127
16223,15,18,33,0.40350877192982454
16326,1,3,4,0.3333333333333333
16335,24,14,38,0.29894179894179895
16442,4,15,19,0.22794117647058823
16483,13,50,63,0.2784313725490196
16487,8,21,29,0.19666666666666666
16488,18,4,22,0.26666666666666666
16491,4,21,25,0.15217391304347827
16539,5,4,9,0.2
16596,8,29,37,0.21921182266009853
16597,1,7,8,0.14285714285714285
16598,38,95,133,0.16055341055341055
16604,61,66,127,0.21645628798503974
16618,87,3,90,0.10606060606060606
16623,16,29,45,0.20270270270270271
16627,10,104,114,0.24303586321934945
16649,28,28,56,0.22693877551020408
16681,41,84,125,0.258098223615465
16687,17,1,18,0.06535947712418301
16690,157,78,235,0.3109568779155763
16699,28,29,57,0.2534013605442177
16713,27,28,55,0.1989795918367347
16744,3,7,10,0.17857142857142858
16752,4,9,13,0.5833333333333334
16768,46,12,58,0.3363265306122449
16820,20,17,37,0.13068181818181818
16832,11,4,15,0.4358974358974359
16861,37,132,169,0.2413127413127413
16865,36,33,69,0.09993011879804332
16872,12,60,72,0.19672131147540983
16875,15,32,47,0.252361673414305
16877,7,5,12,0.14545454545454545
16883,9,58,67,0.3966155473294553
16901,7,101,108,0.20675596971461851
16924,17,49,66,0.19776380153738643
16934,24,24,48,0.22415795586527293
16950,6,16,22,0.16666666666666666
16953,20,81,101,0.2020850040096231
16954,9,15,24,0.43790849673202614
16970,18,170,188,0.15466101694915255
16973,22,74,96,0.22510822510822512
16974,17,32,49,0.32765151515151514
16976,9,56,65,0.45454545454545453
16981,77,25,102,0.33161216293746415
16986,5,44,49,0.2898989898989899
16996,32,5,37,0.03529411764705882
17012,51,51,102,0.3487611033193081
17017,52,42,94,0.41228070175438597
17021,42,37,79,0.3473998294970162
17030,34,55,89,0.1784037558685446
17037,7,46,53,0.221256038647343
17045,34,12,46,0.25675675675675674
17087,66,94,160,0.39060481503229594
17109,66,166,232,0.18995506212001056
17120,6,29,35,0.18548387096774194
17162,25,50,75,0.25084745762711863
17173,42,54,96,0.289810547875064
17175,80,110,190,0.2620689655172414
17179,13,22,35,0.13438735177865613
17182,107,84,191,0.3302908277404922
17205,5,32,37,0.2842741935483871
17218,31,18,49,0.19838056680161945
17232,5,16,21,0.20261437908496732
17240,66,110,176,0.2671437090041741
17242,3,36,39,0.09815078236130868
17260,15,43,58,0.2227450980392157
17280,23,23,46,0.15447154471544716
17294,9,30,39,0.2698412698412698
17305,4,2,6,0.06666666666666667
17312,43,62,105,0.24244854317027534
17316,8,9,17,0.17582417582417584
17333,15,46,61,0.21683673469387754
17355,10,8,18,0.1978021978021978
17365,21,137,158,0.17013739802490338
17447,4,11,15,0.2948717948717949
17462,11,20,31,0.19333333333333333
17465,36,52,88,0.3312020460358056
17489,26,23,49,0.1641025641025641
17496,31,36,67,0.2641509433962264
17508,36,87,123,0.14916405433646812
17511,12,66,78,0.1839332748024583
17515,14,51,65,0.15457184325108853
17525,12,35,47,0.2834008097165992
17526,43,36,79,0.2836065573770492
17528,46,29,75,0.30973986690865096
17560,6,93,99,0.15671471059254174
17565,6,12,18,0.15151515151515152
17571,26,100,126,0.22151793160967473
17575,46,7,53,0.18617021276595744
17603,4,0,4,0.0
17626,19,72,91,0.1887366818873668
17642,8,45,53,0.36328502415458935
17665,22,22,44,0.3058321479374111
17677,3,19,22,0.19473684210526315
17678,10,33,43,0.4264264264264264
17680,100,156,256,0.19654631083202512
17695,7,8,15,0.2878787878787879
17728,16,34,50,0.22606382978723405
17732,16,37,53,0.16951219512195123
17743,13,35,48,0.41919191919191917
17777,3,32,35,0.12121212121212122
17859,38,68,106,0.36550632911392406
17866,15,24,39,0.28615384615384615
17871,53,13,66,0.020833333333333332
17874,76,101,177,0.34444969296173833
17881,17,22,39,0.2560483870967742
17885,74,90,164,0.3278651173388015
17917,8,47,55,0.22606382978723405
17921,18,52,70,0.2903954802259887
17929,38,79,117,0.4475945017182131
17930,45,25,70,0.3403214535290007
17946,28,81,109,0.249737008205344
17951,19,49,68,0.2692307692307692
17985,10,37,47,0.2694541231126597
18038,127,68,195,0.3198581560283688
18052,162,61,223,0.2567626527050611
18065,9,33,42,0.2504201680672269
18069,33,100,133,0.15571321882001493
18076,57,144,201,0.0999015375293494
18081,5,11,16,0.16363636363636364
18093,62,31,93,0.29965899403239554
18099,11,26,37,0.1076923076923077
18105,19,139,158,0.21586255119368694
18107,107,15,122,0.16039823008849557
18108,39,80,119,0.26695526695526695
18114,12,3,15,0.25757575757575757
18116,53,103,156,0.2977475676396108
18124,121,98,219,0.28743370053039574
18125,98,124,222,0.29353577179664136
18126,103,81,184,0.37365900383141765
18130,127,131,258,0.30564550949913644
18131,6,36,42,0.23123123123123124
18132,205,52,257,0.2780337941628264
18143,76,67,143,0.3446244477172312
18145,18,66,84,0.2877237851662404
18149,14,46,60,0.2534013605442177
18150,21,103,124,0.5072689511941848
18153,66,68,134,0.3310891089108911
18157,41,16,57,0.283265306122449
18160,32,21,53,0.4777327935222672
18166,5,36,41,0.30317460317460315
18173,144,35,179,0.3072617130588145
18187,11,53,64,0.2697414395527603
18189,76,83,159,0.2711775504851823
18199,3,2,5,0.4
18215,89,44,133,0.4388432364096081
18217,106,236,342,0.25236894492368944
18227,12,175,187,0.2887662337662338
18231,23,30,53,0.2802275960170697
18237,120,46,166,0.33792967595784495
18284,61,8,69,0.15829941203075532
18288,12,35,47,0.23481781376518218
18289,15,7,22,0.25
18319,70,12,82,0.18456140350877193
18320,23,6,29,0.21428571428571427
18348,7,17,24,0.3567251461988304
18349,98,58,156,0.1968291250733999
18355,28,38,66,0.3784013605442177
18416,32,33,65,0.2776470588235294
18423,47,73,120,0.17058516196447232
18469,32,160,192,0.13764281880223908
18490,15,147,162,0.22210290827740492
18526,35,68,103,0.28298560094034675
18529,5,15,20,0.18382352941176472
18535,24,38,62,0.2331168831168831
18540,37,70,107,0.36542021473528324
18547,51,28,79,0.417910447761194
18581,4,33,37,0.22638146167557932
18585,23,47,70,0.2092343658679135
18595,15,51,66,0.2585858585858586
18606,12,7,19,0.2087912087912088
18625,53,26,79,0.36098310291858676
18630,46,47,93,0.3626331811263318
18648,1,11,12,0.19696969696969696
18654,47,39,86,0.3348088531187123
18668,17,40,57,0.2613556953179595
18694,25,26,51,0.08170731707317073
18702,30,28,58,0.4024822695035461
18714,27,19,46,0.34992887624466573
18722,24,18,42,0.26559714795008915
18725,8,7,15,0.22727272727272727
18730,10,27,37,0.15384615384615385
18737,38,87,125,0.38079896907216493
18740,3,24,27,0.18115942028985507
18748,8,45,53,0.1671497584541063
18760,5,27,32,0.26666666666666666
18770,1,0,1,0.0
18815,5,1,6,0.13333333333333333
18817,50,41,91,0.29464285714285715
18818,21,35,56,0.4130675526024363
18826,22,25,47,0.21921182266009853
18827,27,33,60,0.18173758865248227
18847,1,19,20,0.29239766081871343
18865,11,161,172,0.23975155279503105
18868,8,10,18,0.43636363636363634
18879,45,69,114,0.20146520146520147
18892,18,64,82,0.2375
18926,16,34,50,0.1757631822386679
18929,14,0,14,0.07692307692307693
18944,18,101,119,0.12633663366336634
19148,22,27,49,0.22109158186864014
19153,38,0,38,0.08534850640113797
19154,15,12,27,0.341991341991342
19174,35,12,47,0.34949494949494947
19181,3,11,14,0.18181818181818182
19190,4,7,11,0.4166666666666667
19193,36,129,165,0.22552176505664878
19210,10,100,110,0.17777777777777778
19212,7,41,48,0.16260162601626016
19214,47,58,105,0.2062421972534332
19218,48,115,163,0.24761904761904763
19232,9,61,70,0.3360655737704918
19242,12,43,55,0.31117021276595747
19245,5,98,103,0.19777777777777777
19250,57,124,181,0.35181099466813753
19255,61,59,120,0.378272521129664
19258,14,68,82,0.1585677749360614
19278,10,32,42,0.21512605042016808
19282,9,128,137,0.27458817829457366
19323,7,4,11,0.0
19339,28,39,67,0.33111849390919157
19343,101,97,198,0.2723838038209296
19345,3,18,21,0.3216374269005848
19348,86,180,266,0.28747597693786037
19367,29,21,50,0.19727891156462585
19373,18,9,27,0.16205533596837945
19396,6,16,22,0.37254901960784315
19399,4,125,129,0.19403174603174603
19411,73,22,95,0.22805507745266781
19514,6,20,26,0.14285714285714285
19527,5,17,22,0.0784313725490196
19559,4,17,21,0.23333333333333334
19571,5,7,12,0.36363636363636365
19604,76,29,105,0.2606358111266947
19624,9,32,41,0.3422459893048128
19628,4,46,50,0.2038647342995169
19658,5,14,19,0.12418300653594772
19666,2,16,18,0.16176470588235295
19669,11,16,27,0.22105263157894736
19672,8,45,53,0.09595959595959595
19690,10,65,75,0.2618724559023066
19700,25,98,123,0.17676767676767677
19701,3,24,27,0.14130434782608695
19710,5,103,108,0.2989010989010989
19724,15,4,19,0.11764705882352941
19733,3,27,30,0.22486772486772486
19778,18,49,67,0.24915254237288137
19782,7,11,18,0.41818181818181815
19791,4,7,11,0.3055555555555556
19796,6,14,20,0.17142857142857143
19837,22,101,123,0.16089024804621135
19840,19,32,51,0.3968705547652916
19844,71,17,88,0.2870175438596491
19861,69,5,74,0.21987577639751552
19863,5,14,19,0.24761904761904763
19869,28,33,61,0.19696969696969696
19872,24,40,64,0.1843137254901961
19878,22,16,38,0.23423423423423423
19880,57,64,121,0.3188514357053683
20008,45,41,86,0.5080745341614907
20021,13,49,62,0.31037414965986393
20053,35,19,54,0.32525252525252524
20055,9,101,110,0.23121723937099592
20067,23,34,57,0.40512820512820513
20068,17,91,108,0.21123321123321123
20073,12,63,75,0.2488479262672811
20076,10,16,26,0.3246753246753247
20080,47,130,177,0.19066004780290494
20081,16,43,59,0.29551020408163264
20111,58,38,96,0.29850746268656714
20115,9,28,37,0.15524193548387097
20122,36,31,67,0.24774774774774774
20128,43,55,98,0.2708516242317823
20134,36,27,63,0.45314009661835747
20139,18,1,19,0.1695906432748538
20163,23,27,50,0.32688172043010755
20170,33,91,124,0.18789263278126786
20173,10,59,69,0.24262295081967214
20199,16,10,26,0.2647058823529412
20218,18,34,52,0.45883940620782726
20220,13,22,35,0.31521739130434784
20223,53,32,85,0.34471153846153846
20230,7,2,9,0.09523809523809523
20245,24,19,43,0.396011396011396
20251,28,22,50,0.3865546218487395
20254,23,14,37,0.29734848484848486
20262,34,36,70,0.1928721174004193
20271,5,21,26,0.3241106719367589
20293,13,10,23,0.34065934065934067
20299,10,9,19,0.38461538461538464
20359,15,10,25,0.13043478260869565
20365,27,25,52,0.19797979797979798
20367,71,113,184,0.24224924012158056
20375,50,74,124,0.36409050837496326
20383,29,196,225,0.27034825870646767
20390,82,84,166,0.2847625968992248
20393,59,88,147,0.27149178255372947
20403,12,58,70,0.26240079365079366
20458,34,21,55,0.26666666666666666
20461,24,32,56,0.1702127659574468
20522,13,17,30,0.33766233766233766
20548,13,9,22,0.18095238095238095
20554,44,117,161,0.17380645161290323
20556,3,9,12,0.19444444444444445
20559,8,6,14,0.24242424242424243
20562,44,77,121,0.13658201784488674
20592,6,3,9,0.9333333333333333
20601,2,22,24,0.12121212121212122
20689,37,75,112,0.18230683090705488
20697,11,27,38,0.13763440860215054
20703,14,21,35,0.2813852813852814
20712,9,34,43,0.18018018018018017
20716,13,12,25,0.11666666666666667
20772,4,49,53,0.22108843537414966
20790,28,5,33,0.11290322580645161
20802,40,7,47,0.05094130675526024
20863,1,20,21,0.28421052631578947
20869,7,2,9,0.10714285714285714
20871,1,44,45,0.16701902748414377
20876,7,131,138,0.18979875086745315
20880,6,30,36,0.27741935483870966
20885,4,13,17,0.2967032967032967
20922,8,17,25,0.20952380952380953
20951,26,15,41,0.21957671957671956
20952,11,21,32,0.3046153846153846
20959,11,22,33,0.20652173913043478
20982,3,3,6,0.0
21006,10,21,31,0.12380952380952381
21057,25,81,106,0.24100046750818138
21121,7,19,26,0.16666666666666666
21123,1,9,10,0.2222222222222222
21174,5,8,13,0.14545454545454545
21199,4,14,18,0.34558823529411764
21250,2,6,8,0.13333333333333333
21299,12,5,17,0.47435897435897434
21309,20,47,67,0.30601092896174864
21337,14,40,54,0.2724252491694352
21345,31,26,57,0.3224101479915433
21371,16,43,59,0.25354609929078015
21386,97,147,244,0.14198675496688742
21423,18,39,57,0.43607843137254904
21426,12,25,37,0.3125
21432,47,35,82,0.4073446327683616
21448,27,59,86,0.2985507246376812
21450,2,8,10,0.2857142857142857
21469,63,4,67,0.0642243328810493
21578,19,9,28,0.13438735177865613
21585,36,104,140,0.1923013923013923
21586,41,73,114,0.4562104562104562
21588,8,93,101,0.10929451287793952
21590,5,16,21,0.2679738562091503
21686,7,10,17,0.11538461538461539
21692,46,28,74,0.17650273224043717
21717,2,6,8,0.13333333333333333
21720,5,4,9,0.7
21731,153,139,292,0.28547922665569725
21744,4,3,7,0.5
21778,1,17,18,0.3161764705882353
21833,35,10,45,0.24024024024024024
21846,29,13,42,0.0962566844919786
21856,7,41,48,0.1524390243902439
21861,5,42,47,0.15961945031712474
21929,74,19,93,0.11944444444444445
21933,21,20,41,0.1800356506238859
21949,50,9,59,0.21038961038961038
21980,9,7,16,0.38095238095238093
21983,15,19,34,0.3412698412698413
21985,9,10,19,0.25833333333333336
22199,8,94,102,0.21802791123312742
22250,6,25,31,0.24876847290640394
22252,23,74,97,0.1691965938541281
22273,17,70,87,0.3448692152917505
22339,3,24,27,0.20652173913043478
22360,5,34,39,0.20677361853832443
22365,10,19,29,0.2046783625730994
22418,5,7,12,0.25
22437,3,3,6,0.0
22455,31,151,182,0.16512134161090058
22458,25,25,50,0.28012684989429176
22498,11,10,21,0.21568627450980393
22510,52,38,90,0.42956349206349204
22518,49,62,111,0.21642644703729125
22566,15,90,105,0.1822721598002497
22573,8,20,28,0.18253968253968253
22580,12,8,20,0.225
22590,22,22,44,0.1794871794871795
22593,27,3,30,0.07692307692307693
22595,15,9,24,0.22529644268774704
22596,35,23,58,0.1453529000698812
22606,20,11,31,0.18153846153846154
22608,1,6,7,0.0
22627,3,31,34,0.2838709677419355
22634,10,8,18,0.3939393939393939
22645,5,51,56,0.11137254901960784
22668,41,32,73,0.4024390243902439
22675,19,25,44,0.18776671408250356
